,,,,,18-JUN-2023,15:51:25,3308202,
,1.5400000E-08,Adc,,
,1.5010000E-08,Adc,,
,1.5100000E-08,Adc,,
,1.4750000E-08,Adc,,
,2.6220000E-08,Adc,,
,1.5930000E-08,Adc,,
,1.5480000E-08,Adc,,
,1.5140000E-08,Adc,,
,1.5050000E-08,Adc,,
,1.4690000E-08,Adc,,
,1.4540000E-08,Adc,,
,1.4650000E-08,Adc,,
,6.3900000E-09,Adc,,
,6.5800000E-09,Adc,,
,2.2300000E-08,Adc,,
,1.3870000E-08,Adc,,
,1.4110000E-08,Adc,,
,1.4500000E-08,Adc,,
,1.4640000E-08,Adc,,
,1.4150000E-08,Adc,,
,1.4250000E-08,Adc,,
,1.4040000E-08,Adc,,
,3.7200000E-09,Adc,,
,2.1270000E-08,Adc,,
,2.0920000E-08,Adc,,
,9.8500000E-09,Adc,,
,1.0090000E-08,Adc,,
,1.0250000E-08,Adc,,
,1.0220000E-08,Adc,,
,1.8700000E-09,Adc,,
,1.1230000E-08,Adc,,
,1.1290000E-08,Adc,,
,1.1430000E-08,Adc,,
,1.1450000E-08,Adc,,
,2.6040000E-08,Adc,,
,8.3100000E-09,Adc,,
,8.4600000E-09,Adc,,
,1.9380000E-08,Adc,,
,1.9030000E-08,Adc,,
,1.9220000E-08,Adc,,
,1.8870000E-08,Adc,,
,9.7000000E-09,Adc,,
,1.0020000E-08,Adc,,
,9.6800000E-09,Adc,,
,1.0080000E-08,Adc,,
,1.0200000E-09,Adc,,
,1.9770000E-08,Adc,,
,1.9330000E-08,Adc,,
,1.0060000E-08,Adc,,
,2.0090000E-08,Adc,,
,-5.6400000E-09,Adc,,
,2.8530000E-08,Adc,,
,-6.2400000E-09,Adc,,
,2.2440000E-08,Adc,,
,9.6700000E-09,Adc,,
,9.4200000E-09,Adc,,
,2.3260000E-08,Adc,,
,1.0410000E-08,Adc,,
,3.7530000E-08,Adc,,
,2.5100000E-09,Adc,,
,1.4190000E-08,Adc,,
,1.4280000E-08,Adc,,
,1.3930000E-08,Adc,,
,2.4930000E-08,Adc,,
,6.7100000E-09,Adc,,
,1.5250000E-08,Adc,,
,2.8700000E-09,Adc,,
,1.6820000E-08,Adc,,
,2.6220000E-08,Adc,,
,-1.6900000E-09,Adc,,
,2.7710000E-08,Adc,,
,1.5900000E-09,Adc,,
,2.0500000E-09,Adc,,
,1.6680000E-08,Adc,,
,1.6500000E-08,Adc,,
,2.9100000E-08,Adc,,
,1.1020000E-08,Adc,,
,3.2980000E-08,Adc,,
,-2.0100000E-09,Adc,,
,2.7960000E-08,Adc,,
,1.5790000E-08,Adc,,
,4.0400000E-09,Adc,,
,1.9670000E-08,Adc,,
,3.8700000E-09,Adc,,
,1.8070000E-08,Adc,,
,8.8000000E-10,Adc,,
,1.5040000E-08,Adc,,
,1.4650000E-08,Adc,,
,1.4220000E-08,Adc,,
,1.4150000E-08,Adc,,
,1.3700000E-09,Adc,,
,1.9700000E-08,Adc,,
,2.6900000E-09,Adc,,
,1.6890000E-08,Adc,,
,1.6900000E-08,Adc,,
,6.4300000E-09,Adc,,
,2.1380000E-08,Adc,,
,8.8800000E-09,Adc,,
,2.9600000E-08,Adc,,
,5.9700000E-09,Adc,,
,,,,,18-JUN-2023,15:51:45,
