0.00	0.1545	0.1463	0.1311	0.1497	0.1486	0.1460	0.0089
1.00	0.4617	0.4482	0.4617	0.4697	0.4756	0.4634	0.0103
2.00	0.4255	0.4182	0.4559	0.4461	0.4032	0.4298	0.0213
3.00	0.3111	0.1498	0.1485	0.1539	0.1591	0.1845	0.0709
4.00	0.2294	0.2659	0.2331	0.2037	0.2255	0.2315	0.0224
5.00	0.2610	0.2739	0.2744	0.2613	0.2438	0.2629	0.0125
6.00	0.1987	0.1742	0.1987	0.1763	0.1902	0.1876	0.0118
7.00	0.1989	0.1929	0.1682	0.1609	0.1637	0.1769	0.0176
8.00	0.1739	0.1543	0.1889	0.2151	0.1484	0.1761	0.0271
9.00	0.1453	0.1678	0.2031	0.2178	0.2106	0.1889	0.0310
10.00	0.1555	0.1737	0.1640	0.1534	0.1367	0.1567	0.0137
11.00	0.2479	0.2163	0.2957	0.2517	0.2890	0.2601	0.0326
12.00	0.5514	0.5658	0.5238	0.5246	0.5603	0.5452	0.0198
13.00	0.5555	0.4975	0.5338	0.5143	0.5204	0.5243	0.0218
14.00	0.1714	0.1470	0.1730	0.1814	0.1732	0.1692	0.0130
15.00	0.1711	0.1864	0.1963	0.1677	0.1652	0.1773	0.0134
16.00	0.1794	0.2016	0.1792	0.1794	0.2229	0.1925	0.0195
17.00	0.6043	0.6055	0.5553	0.5799	0.5714	0.5833	0.0216
18.00	0.5807	0.5434	0.4733	0.5196	0.5104	0.5255	0.0399
19.00	0.1432	0.1524	0.1432	0.1538	0.1545	0.1494	0.0057
20.00	0.4414	0.5266	0.5196	0.5013	0.5361	0.5050	0.0378
21.00	0.3276	0.3671	0.3276	0.3482	0.3379	0.3417	0.0166
22.00	0.5222	0.5403	0.5896	0.5840	0.5819	0.5636	0.0303
23.00	0.4988	0.4989	0.4984	0.5649	0.5173	0.5157	0.0287
24.00	0.1823	0.5157	0.4996	0.5411	0.2521	0.3982	0.1677
25.00	0.1790	0.1785	0.1951	0.2104	0.2012	0.1928	0.0140
26.00	0.1933	0.1851	0.1979	0.1839	0.1942	0.1909	0.0061
27.00	0.1684	0.1550	0.1687	0.1844	0.1932	0.1739	0.0150
28.00	0.1696	0.1783	0.1911	0.1686	0.1704	0.1756	0.0095
29.00	0.1493	0.1492	0.1493	0.1720	0.1363	0.1512	0.0129
30.00	0.3698	0.4693	0.4651	0.4784	0.5134	0.4592	0.0535
31.00	0.2250	0.1797	0.1704	0.2139	0.1797	0.1937	0.0241
