#Aceleration Voltage	1	2	3	4	5	Average	yerr
0	0.0343	0.035	0.0453	0.045	0.045	0.04092	0.005730358
1	0.0415	0.0412	0.0411	0.0408	0.0405	0.04102	0.000383406
2	0.0469	0.0442	0.0442	0.0546	0.0413	0.04624	0.005075727
3	0.0303	0.0399	0.0325	0.0328	0.0332	0.03374	0.003622568
4	0.0402	0.0405	0.0409	0.0276	0.0423	0.0383	0.006035313
5	0.0472	0.0472	0.047	0.0468	0.0467	0.04698	0.000228035
6	0.0413	0.0391	0.0389	0.0477	0.0474	0.04288	0.00436715
7	0.0323	0.0326	0.0327	0.0408	0.0408	0.03584	0.004530232
8	0.0581	0.0583	0.0585	0.0585	0.0589	0.05846	0.000296648
9	0.0474	0.0469	0.0467	0.0464	0.0459	0.04666	0.000559464
10	0.0502	0.0504	0.0503	0.0415	0.0331	0.0451	0.007715245
11	0.0458	0.0432	0.043	0.0428	0.0425	0.04346	0.001333417
12	0.0341	0.0454	0.0455	0.0454	0.0374	0.04156	0.005430746
13	0.0431	0.0432	0.0428	0.0429	0.0425	0.0429	0.000273861
14	0.0394	0.0391	0.039	0.024	0.0445	0.0372	0.007733369
15	0.042	0.0423	0.0425	0.0425	0.0424	0.04234	0.000207364
16	0.0327	0.0439	0.0436	0.0437	0.0438	0.04154	0.004942975
17	0.0448	0.0444	0.0337	0.0474	0.0472	0.0435	0.005644466
18	0.0519	0.0394	0.0395	0.0337	0.0536	0.04362	0.008679689
19	0.0435	0.043	0.0334	0.0426	0.0635	0.0452	0.011052375
20	0.0457	0.0355	0.0358	0.0482	0.0358	0.0402	0.006226155
21	0.0426	0.0426	0.0438	0.0436	0.0437	0.04326	0.00060663
22	0.0335	0.0334	0.0465	0.0458	0.0303	0.0379	0.007644279
23	0.0469	0.0471	0.0467	0.0465	0.0463	0.0467	0.000316228
24	0.0345	0.0346	0.0347	0.0489	0.0407	0.03868	0.006294601
25	0.0465	0.0376	0.0383	0.0388	0.0526	0.04276	0.006576701
26	0.0405	0.04	0.04	0.0406	0.0428	0.04078	0.001162755
27	0.0568	0.0568	0.0573	0.0568	0.0564	0.05682	0.000319374
28	0.037	0.0284	0.0374	0.0372	0.0371	0.03542	0.003927085
29	0.0257	0.0385	0.0384	0.0384	0.0384	0.03588	0.005690958
30	0.0375	0.0538	0.0409	0.0414	0.0415	0.04302	0.006247159
31	0.0409	0.0406	0.0408	0.0415	0.0416	0.04108	0.000443847
