0.00	0.0802	0.0883	0.0787	0.0951	0.0773	0.0839	0.0076
1.00	0.0828	0.0731	0.0881	0.0795	0.0789	0.0805	0.0055
2.00	0.0864	0.1190	0.0688	0.1011	0.1132	0.0977	0.0204
3.00	0.0890	0.0899	0.0799	0.0805	0.0937	0.0866	0.0061
4.00	0.0875	0.0880	0.0879	0.0873	0.0878	0.0877	0.0003
5.00	0.0858	0.0923	0.0926	0.0902	0.0741	0.0870	0.0077
6.00	0.1152	0.1254	0.1051	0.0973	0.1238	0.1134	0.0121
7.00	0.0997	0.0973	0.0969	0.0968	0.0865	0.0954	0.0051
8.00	0.1179	0.0940	0.1221	0.1038	0.1046	0.1085	0.0114
9.00	0.1037	0.0815	0.1116	0.1022	0.0935	0.0985	0.0115
10.00	0.2434	0.1062	0.1075	0.0943	0.0944	0.1292	0.0642
11.00	0.2142	0.1805	0.1782	0.1690	0.1683	0.1820	0.0188
12.00	0.1160	0.1265	0.1161	0.1168	0.1163	0.1183	0.0046
13.00	0.1686	0.0896	0.0852	0.0755	0.0734	0.0985	0.0398
14.00	0.1325	0.1147	0.1014	0.1033	0.1126	0.1129	0.0124
15.00	0.1321	0.1772	0.1774	0.1644	0.1733	0.1649	0.0191
16.00	0.1552	0.1536	0.1541	0.1606	0.1548	0.1557	0.0028
17.00	0.1393	0.1595	0.1495	0.1407	0.1504	0.1479	0.0082
18.00	0.1220	0.1268	0.1267	0.1042	0.1157	0.1191	0.0095
19.00	0.1463	0.1184	0.1407	0.1406	0.1405	0.1373	0.0109
20.00	0.1146	0.1297	0.1266	0.1263	0.1144	0.1223	0.0073
21.00	0.2013	0.2013	0.1685	0.1538	0.1847	0.1819	0.0208
22.00	0.1631	0.1394	0.1538	0.1325	0.1661	0.1510	0.0147
23.00	0.1583	0.1453	0.1436	0.1585	0.1583	0.1528	0.0076
24.00	0.1636	0.1509	0.1406	0.1636	0.1427	0.1523	0.0110
25.00	0.1698	0.1697	0.1698	0.1381	0.1634	0.1622	0.0137
26.00	0.1090	0.0783	0.0915	0.1170	0.1093	0.1010	0.0158
27.00	0.1138	0.1074	0.1202	0.1172	0.1314	0.1180	0.0089
28.00	0.1111	0.0958	0.1083	0.1079	0.1018	0.1050	0.0062
29.00	0.1121	0.0938	0.0940	0.1023	0.1021	0.1009	0.0075
30.00	0.1095	0.1095	0.1094	0.1096	0.1179	0.1112	0.0038
31.00	0.1634	0.0866	0.1051	0.2081	0.1548	0.1436	0.0485
