0.00	0.2811	0.3350	0.3351	0.3348	0.2201	0.3012	0.0510
1.00	0.2198	0.1952	0.2163	0.1893	0.1997	0.2041	0.0134
2.00	0.2718	0.3206	0.3006	0.3266	0.3260	0.3091	0.0234
3.00	0.3216	0.2764	0.3393	0.2584	0.2623	0.2916	0.0366
4.00	0.2780	0.2608	0.2879	0.2939	0.2865	0.2814	0.0128
5.00	0.1920	0.1581	0.1855	0.2203	0.1787	0.1869	0.0226
6.00	0.1604	0.1604	0.1667	0.1667	0.1615	0.1631	0.0033
7.00	0.1230	0.1336	0.1331	0.1229	0.1325	0.1290	0.0056
8.00	0.1295	0.1143	0.1072	0.1075	0.1076	0.1132	0.0096
9.00	0.0996	0.0888	0.0891	0.0889	0.0890	0.0911	0.0048
10.00	0.0873	0.0976	0.0976	0.1238	0.0843	0.0981	0.0156
11.00	0.1349	0.0949	0.1226	0.1434	0.1230	0.1238	0.0183
12.00	0.1265	0.1263	0.1258	0.1039	0.1191	0.1203	0.0097
13.00	0.0927	0.0827	0.0940	0.0936	0.0838	0.0894	0.0056
14.00	0.0849	0.0846	0.0845	0.0846	0.0851	0.0847	0.0003
15.00	0.0644	0.0649	0.0739	0.0737	0.0736	0.0701	0.0050
16.00	0.0617	0.0632	0.0635	0.0634	0.0631	0.0630	0.0007
17.00	0.1115	0.1133	0.1349	0.1150	0.1364	0.1222	0.0123
18.00	0.1069	0.1068	0.0850	0.0929	0.1069	0.0997	0.0102
19.00	0.1167	0.1430	0.1257	0.1254	0.1230	0.1268	0.0098
20.00	0.1051	0.1221	0.1212	0.1202	0.1090	0.1155	0.0079
21.00	0.0789	0.0789	0.0764	0.0901	0.0889	0.0826	0.0064
22.00	0.1067	0.0831	0.0829	0.0833	0.0828	0.0878	0.0106
23.00	0.0637	0.0717	0.0583	0.0487	0.0703	0.0625	0.0094
24.00	0.0911	0.1088	0.0887	0.0891	0.0889	0.0933	0.0087
25.00	0.1045	0.1043	0.0918	0.0919	0.0892	0.0963	0.0074
26.00	0.1021	0.1022	0.1008	0.1006	0.0973	0.1006	0.0020
27.00	0.1498	0.1233	0.1161	0.2782	0.2761	0.1887	0.0817
28.00	0.1792	0.1988	0.2298	0.2752	0.2131	0.2192	0.0364
29.00	0.2637	0.2829	0.2824	0.2353	0.2228	0.2574	0.0274
30.00	0.0896	0.0962	0.0960	0.1066	0.0866	0.0950	0.0077
31.00	0.0710	0.0704	0.0700	0.0695	0.0575	0.0677	0.0057
