0.00	0.0988	0.1160	0.0995	0.1002	0.1166	0.1062	0.0092
1.00	0.1192	0.0852	0.0861	0.0949	0.0852	0.0941	0.0146
2.00	0.1382	0.1295	0.1341	0.1226	0.1152	0.1279	0.0092
3.00	0.1111	0.1308	0.1115	0.1227	0.0893	0.1131	0.0156
4.00	0.0954	0.0956	0.0957	0.0951	0.0949	0.0953	0.0003
5.00	0.0930	0.0794	0.0930	0.1050	0.0942	0.0929	0.0091
6.00	0.0971	0.0912	0.0870	0.0872	0.0975	0.0920	0.0051
7.00	0.1037	0.0744	0.0949	0.1118	0.1073	0.0984	0.0148
8.00	0.0963	0.0772	0.0879	0.0930	0.0929	0.0895	0.0075
9.00	0.0876	0.0861	0.0743	0.0749	0.0753	0.0796	0.0066
10.00	0.0817	0.0745	0.0855	0.0712	0.0821	0.0790	0.0059
11.00	0.2352	0.2618	0.2691	0.2599	0.2601	0.2572	0.0129
12.00	0.2971	0.1840	0.1655	0.1665	0.1667	0.1960	0.0571
13.00	0.0728	0.0789	0.0890	0.0759	0.0774	0.0788	0.0061
14.00	0.0608	0.0606	0.0744	0.0751	0.0748	0.0691	0.0077
15.00	0.0746	0.1084	0.1536	0.1783	0.1529	0.1336	0.0415
16.00	0.1025	0.0971	0.1070	0.1022	0.1100	0.1038	0.0049
17.00	0.1503	0.1503	0.1605	0.1965	0.1816	0.1678	0.0205
18.00	0.4397	0.1969	0.5125	0.4979	0.4722	0.4238	0.1298
19.00	0.4332	0.4480	0.3067	0.3686	0.3862	0.3885	0.0562
20.00	0.3892	0.3732	0.3866	0.3906	0.3929	0.3865	0.0078
21.00	0.3018	0.2724	0.3282	0.2909	0.2692	0.2925	0.0240
22.00	0.3556	0.3414	0.3709	0.3556	0.3556	0.3558	0.0104
23.00	0.1037	0.1056	0.1158	0.1079	0.1192	0.1104	0.0067
24.00	0.1088	0.1288	0.1210	0.1252	0.1048	0.1177	0.0104
25.00	0.0920	0.0826	0.0678	0.0591	0.0636	0.0730	0.0138
26.00	0.1125	0.0826	0.0786	0.1340	0.1122	0.1040	0.0231
27.00	0.1423	0.1062	0.1553	0.1335	0.1427	0.1360	0.0184
28.00	0.3397	0.0830	0.0924	0.0931	0.1122	0.1441	0.1099
29.00	0.3727	0.2372	0.2999	0.2800	0.1887	0.2757	0.0690
30.00	0.0896	0.0754	0.0888	0.0890	0.0888	0.0863	0.0061
31.00	0.0900	0.0763	0.0901	0.0790	0.0653	0.0801	0.0104
