#Acceler	1	2	3	4	5	Average	yerr
0	0.0341	0.0343	0.0458	0.0459	0.046	0.04122	0.006409134
1	0.0334	0.0464	0.0313	0.0316	0.0434	0.03722	0.007135965
2	0.0452	0.0346	0.0444	0.0332	0.0468	0.04084	0.006413112
3	0.0318	0.0496	0.0493	0.0376	0.0281	0.03928	0.009882662
4	0.0447	0.0489	0.0486	0.0482	0.0378	0.04564	0.004698191
5	0.0455	0.0367	0.0369	0.037	0.0372	0.03866	0.003827924
6	0.0518	0.0421	0.042	0.0425	0.0426	0.0442	0.004256172
7	0.0423	0.0426	0.0427	0.0424	0.0428	0.04256	0.000207364
8	0.0391	0.0395	0.0395	0.0394	0.0494	0.04138	0.004486313
9	0.0438	0.0448	0.0445	0.0333	0.0337	0.04002	0.005964646
10	0.0408	0.0402	0.04	0.0397	0.0405	0.04024	0.000427785
11	0.043	0.0432	0.0428	0.0428	0.0431	0.04298	0.000178885
12	0.0322	0.0486	0.0319	0.0349	0.0502	0.03956	0.009075957
13	0.0439	0.033	0.0442	0.0442	0.0327	0.0396	0.006164008
14	0.0528	0.0525	0.0494	0.033	0.0456	0.04666	0.008170557
15	0.0511	0.0382	0.0382	0.0383	0.0381	0.04078	0.005769489
16	0.0428	0.0556	0.056	0.0564	0.0561	0.05338	0.005921317
17	0.0347	0.0263	0.0479	0.0438	0.0434	0.03922	0.008676808
18	0.0517	0.0426	0.0464	0.0557	0.0552	0.05032	0.005692715
19	0.0441	0.0305	0.0311	0.0423	0.0419	0.03798	0.006609992
20	0.0457	0.0362	0.0367	0.0388	0.0392	0.03932	0.003794338
21	0.0459	0.0457	0.0453	0.0443	0.0447	0.04518	0.000672309
22	0.0367	0.0509	0.052	0.0527	0.0518	0.04882	0.006805659
23	0.0406	0.0402	0.0406	0.0404	0.0412	0.0406	0.000374166
24	0.0403	0.0403	0.0403	0.0405	0.0407	0.04042	0.000178885
25	0.052	0.0559	0.0553	0.0404	0.041	0.04892	0.007652255
26	0.0397	0.0558	0.056	0.0672	0.068	0.05734	0.011469438
27	0.0433	0.0435	0.0438	0.0349	0.0532	0.04374	0.006478657
28	0.0455	0.0558	0.0399	0.0379	0.0289	0.0416	0.009933781
29	0.0429	0.0434	0.0321	0.0508	0.0514	0.04412	0.007811978
30	0.0548	0.0549	0.0548	0.0541	0.0489	0.0535	0.002591332
31	0.0402	0.0402	0.0284	0.0414	0.0316	0.03636	0.005935318
