#Voltage	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	average	yerr
0	0.0346	0.035	0.035	0.0253	0.037	0.0371	0.0369	0.0454	0.0452	0.0323	0.0325	0.0325	0.0325	0.0472	0.0271	0.035706667	0.006257963
1	0.412	0.0408	0.0407	0.0403	0.0403	0.0304	0.0308	0.0312	0.0441	0.044	0.0333	0.0335	0.043	0.0341	0.0348	0.06222	0.0968889
2	0.0303	0.0301	0.0482	0.0399	0.0403	0.0406	0.0406	0.0314	0.0534	0.0385	0.0291	0.0379	0.0382	0.038	0.038	0.0383	0.006584831
3	0.0462	0.0462	0.0382	0.0384	0.041	0.0417	0.0413	0.0413	0.041	0.041	0.0407	0.0407	0.0409	0.0406	0.0406	0.04132	0.002209137
4	0.0349	0.0352	0.035	0.0347	0.0343	0.0341	0.0338	0.0336	0.0334	0.0331	0.0333	0.0337	0.0338	0.0338	0.0343	0.034066667	0.000648808
5	0.046	0.0456	0.0453	0.0451	0.0447	0.0447	0.0442	0.0439	0.032	0.0416	0.0343	0.046	0.0456	0.0456	0.0453	0.043326667	0.004295756
6	0.0232	0.0232	0.0306	0.0306	0.0308	0.0306	0.0447	0.0354	0.035	0.0346	0.0347	0.0344	0.0352	0.0338	0.0338	0.032706667	0.00516229
7	0.0308	0.0311	0.0403	0.0402	0.0398	0.04	0.04	0.0401	0.0401	0.0398	0.0395	0.0308	0.0464	0.0283	0.0281	0.03702	0.00557561
8	0.0284	0.0288	0.0289	0.0408	0.0292	0.0292	0.0295	0.0284	0.0292	0.0295	0.0296	0.0297	0.0295	0.0296	0.03	0.03002	0.003017615
9	0.0314	0.0317	0.0424	0.0424	0.033	0.0466	0.036	0.0362	0.0361	0.0361	0.0361	0.0363	0.036	0.03	0.0453	0.03704	0.004995398
10	0.0289	0.0293	0.0291	0.0288	0.0284	0.028	0.0281	0.028	0.0281	0.028	0.0282	0.028	0.0283	0.02	0.0367	0.028393333	0.003185114
11	0.0336	0.0338	0.0335	0.034	0.0347	0.0347	0.0441	0.0328	0.0427	0.0426	0.0422	0.0418	0.0416	0.041	0.041	0.038273333	0.004346175
12	0.0419	0.0419	0.0319	0.0411	0.0321	0.0323	0.0382	0.0383	0.0319	0.0316	0.0318	0.0318	0.0427	0.0424	0.0283	0.03588	0.005125873
13	0.0419	0.0357	0.0438	0.0434	0.0431	0.0431	0.0429	0.0425	0.0426	0.0425	0.0423	0.0317	0.0564	0.0417	0.0546	0.043213333	0.005971942
14	0.0336	0.0339	0.0338	0.0436	0.0431	0.0431	0.0428	0.0426	0.0427	0.0428	0.0519	0.0298	0.0302	0.0304	0.0444	0.039246667	0.006671995
15	0.0378	0.0383	0.0383	0.0262	0.035	0.035	0.0476	0.0477	0.0345	0.035	0.0486	0.0482	0.0569	0.0401	0.0401	0.04062	0.007766338
16	0.0487	0.0396	0.0396	0.0372	0.0373	0.0371	0.0367	0.037	0.048	0.048	0.0385	0.0387	0.0263	0.0412	0.0409	0.039653333	0.005603043
17	0.0292	0.0295	0.0295	0.0297	0.0299	0.0299	0.03	0.0301	0.0306	0.0417	0.042	0.0416	0.0305	0.0309	0.0309	0.0324	0.00487369
18	0.0313	0.0314	0.0314	0.0314	0.0314	0.314	0.0318	0.0248	0.0335	0.0335	0.0338	0.0342	0.0344	0.0342	0.0346	0.051046667	0.072784475
19	0.0367	0.0367	0.0365	0.0362	0.0357	0.0268	0.0271	0.027	0.0268	0.027	0.027	0.0275	0.0277	0.0277	0.0281	0.0303	0.004455655
20	0.0386	0.0386	0.0395	0.0395	0.0304	0.0303	0.0403	0.0399	0.0399	0.0397	0.0392	0.0393	0.0489	0.028	0.028	0.03734	0.005688811
21	0.0359	0.0363	0.0359	0.0362	0.0358	0.0361	0.0373	0.0269	0.0274	0.0411	0.0412	0.0272	0.0272	0.0357	0.0353	0.034366667	0.004834056
22	0.0376	0.0375	0.0375	0.0373	0.0367	0.0366	0.0274	0.0277	0.0281	0.0429	0.0266	0.0444	0.0262	0.0399	0.0399	0.035086667	0.006183719
23	0.0348	0.035	0.035	0.0342	0.032	0.0531	0.0363	0.0368	0.037	0.0373	0.0375	0.0374	0.0376	0.0273	0.0425	0.03692	0.005545423
24	0.0455	0.0453	0.0336	0.0338	0.0339	0.0339	0.0357	0.0357	0.0357	0.0352	0.0236	0.0236	0.0472	0.0466	0.0464	0.037046667	0.007718796
25	0.0357	0.0361	0.0362	0.0366	0.0374	0.0379	0.0381	0.0382	0.0383	0.0388	0.039	0.0393	0.0291	0.0567	0.0248	0.03748	0.006638761
26	0.0377	0.0377	0.0468	0.0466	0.0362	0.0364	0.0507	0.0508	0.0369	0.0374	0.0377	0.0463	0.033	0.0447	0.0449	0.041586667	0.005840727
27	0.0385	0.0386	0.0389	0.0389	0.0397	0.0512	0.0509	0.0505	0.0416	0.0417	0.0418	0.0419	0.0418	0.0417	0.0418	0.042633333	0.004463129
28	0.0519	0.0426	0.0426	0.0429	0.0432	0.0435	0.0438	0.0304	0.0463	0.0365	0.0473	0.037	0.0372	0.0371	0.0374	0.041313333	0.005371867
29	0.0402	0.0404	0.0403	0.0405	0.0244	0.0339	0.0343	0.0445	0.035	0.0352	0.0353	0.0358	0.0459	0.0455	0.0342	0.037693333	0.005609363
30	0.0468	0.0468	0.0321	0.0326	0.0324	0.0323	0.0324	0.0546	0.04	0.0401	0.0399	0.0306	0.0311	0.0413	0.0409	0.03826	0.007182797
31	0.0396	0.0277	0.0415	0.0411	0.0412	0.0413	0.0413	0.0533	0.0533	0.0375	0.0371	0.0456	0.0278	0.0454	0.0453	0.041266667	0.007277918
