#Acceler	1	2	3	4	5	Average	yerr
0	0.0455	0.0443	0.044	0.0435	0.0435	0.04416	0.000823408
1	0.0414	0.0417	0.0418	0.0423	0.0424	0.04192	0.000420714
2	0.0481	0.0472	0.0472	0.0377	0.0377	0.04358	0.005380242
3	0.0431	0.0429	0.0421	0.0419	0.0331	0.04062	0.004234619
4	0.0407	0.0409	0.0412	0.0539	0.0342	0.04218	0.007173353
5	0.0454	0.045	0.0549	0.037	0.0374	0.04394	0.007319699
6	0.0438	0.0351	0.0351	0.0568	0.0468	0.04352	0.009069013
7	0.04	0.0404	0.0405	0.0403	0.0401	0.04026	0.000207364
8	0.0584	0.0439	0.055	0.0443	0.0542	0.05116	0.00663649
9	0.0447	0.0445	0.0439	0.0431	0.043	0.04384	0.000779744
10	0.0332	0.0332	0.0376	0.048	0.0476	0.03992	0.007415659
11	0.0442	0.0421	0.0419	0.0522	0.0369	0.04346	0.005573419
12	0.0446	0.0445	0.0441	0.0443	0.0433	0.04416	0.000517687
13	0.0319	0.0404	0.026	0.0354	0.0319	0.03312	0.005288383
14	0.0607	0.0607	0.08	0.0396	0.04	0.0562	0.016918481
15	0.0703	0.0606	0.0635	0.076	0.0493	0.06394	0.010143619
16	0.0512	0.0515	0.0553	0.0451	0.041	0.04882	0.005697105
17	0.0461	0.0455	0.0458	0.0459	0.0456	0.04578	0.000238747
18	0.0576	0.057	0.0811	0.0858	0.0558	0.06746	0.014705373
19	0.054	0.0534	0.0383	0.0711	0.074	0.05816	0.014600788
20	0.0537	0.0535	0.0533	0.0532	0.0576	0.05426	0.001876966
21	0.0663	0.0571	0.0854	0.0415	0.0571	0.06148	0.01606991
22	0.0493	0.0715	0.0712	0.0707	0.0548	0.0635	0.010635554
23	0.0464	0.0524	0.0656	0.0559	0.0556	0.05518	0.006965773
24	0.0709	0.0629	0.0633	0.0636	0.0731	0.06676	0.004852628
25	0.0677	0.0672	0.0593	0.0588	0.0584	0.06228	0.004733603
26	0.0734	0.0673	0.0675	0.0522	0.0771	0.0675	0.009501316
27	0.0379	0.0522	0.0519	0.0604	0.0517	0.05082	0.008101666
28	0.0455	0.0461	0.0464	0.0595	0.0485	0.0492	0.005867708
29	0.0748	0.0587	0.0721	0.0884	0.0744	0.07368	0.010551635
30	0.0581	0.0583	0.0584	0.0581	0.0701	0.0606	0.00531225
31	0.0517	0.0521	0.0483	0.0585	0.0584	0.0538	0.004494441
