0.00	0.0641	0.0585	0.0593	0.0733	0.0731	0.0657	0.0072
1.00	0.0585	0.0585	0.0589	0.0672	0.0577	0.0602	0.0040
2.00	0.0542	0.0585	0.0453	0.0603	0.0565	0.0550	0.0059
3.00	0.0445	0.0440	0.0581	0.0580	0.0583	0.0526	0.0076
4.00	0.0692	0.0661	0.0657	0.0659	0.0659	0.0666	0.0015
5.00	0.0806	0.0805	0.0831	0.0738	0.0821	0.0800	0.0036
6.00	0.1282	0.0902	0.0897	0.0898	0.1016	0.0999	0.0166
7.00	0.0751	0.0753	0.0904	0.0721	0.0926	0.0811	0.0096
8.00	0.0855	0.0611	0.0855	0.0947	0.0951	0.0844	0.0138
9.00	0.1392	0.1494	0.1370	0.1492	0.1390	0.1428	0.0060
10.00	0.1043	0.1039	0.1175	0.0939	0.1148	0.1069	0.0095
11.00	0.1015	0.1013	0.1016	0.1011	0.0961	0.1003	0.0024
12.00	0.0686	0.0862	0.0859	0.0858	0.0737	0.0800	0.0083
13.00	0.0996	0.0982	0.0979	0.1132	0.1102	0.1038	0.0073
14.00	0.1219	0.1216	0.1177	0.1221	0.1376	0.1242	0.0077
15.00	0.0804	0.0674	0.0708	0.0707	0.0704	0.0719	0.0049
16.00	0.0900	0.0630	0.0901	0.0897	0.1102	0.0886	0.0168
17.00	0.1108	0.0964	0.1073	0.0920	0.1259	0.1065	0.0133
18.00	0.0922	0.0767	0.0765	0.0871	0.0745	0.0814	0.0078
19.00	0.0775	0.0770	0.0709	0.0821	0.0705	0.0756	0.0049
20.00	0.1304	0.1284	0.1301	0.1304	0.1580	0.1355	0.0126
21.00	0.0906	0.0909	0.0997	0.0991	0.0830	0.0927	0.0069
22.00	0.0742	0.0747	0.0834	0.0833	0.0791	0.0789	0.0045
23.00	0.0763	0.0764	0.0765	0.0765	0.0781	0.0768	0.0008
24.00	0.0902	0.0866	0.0869	0.0771	0.0888	0.0859	0.0051
25.00	0.0671	0.0810	0.0807	0.0803	0.0753	0.0769	0.0059
26.00	0.0712	0.0717	0.0814	0.0818	0.0813	0.0775	0.0055
27.00	0.0948	0.0838	0.0836	0.0835	0.0947	0.0881	0.0061
28.00	0.0876	0.0877	0.0769	0.0852	0.0855	0.0846	0.0044
29.00	0.1026	0.1030	0.1229	0.1018	0.1128	0.1086	0.0092
30.00	0.0892	0.0982	0.0902	0.0900	0.0990	0.0933	0.0048
31.00	0.0888	0.0893	0.0890	0.0889	0.0887	0.0889	0.0002
