#Accerat	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	average	yerr
0	0.0477	0.0701	0.0565	0.0463	0.0465	0.0468	0.0591	0.0471	0.0714	0.0569	0.0573	0.0577	0.0489	0.0578	0.0574	0.055166667	0.008077718
1	0.0625	0.0495	0.0497	0.0494	0.0495	0.0401	0.0656	0.0483	0.0484	0.0487	0.0485	0.0483	0.0485	0.0605	0.0361	0.05024	0.007633086
2	0.0627	0.0627	0.0626	0.062	0.062	0.0621	0.0623	0.0627	0.0626	0.0629	0.0628	0.0519	0.0625	0.0624	0.0617	0.061726667	0.002740299
3	0.0541	0.054	0.0426	0.0461	0.0565	0.0567	0.0564	0.0568	0.0565	0.0403	0.0628	0.0537	0.0543	0.0541	0.0542	0.053273333	0.005874943
4	0.0581	0.0474	0.0607	0.0602	0.0517	0.052	0.0534	0.0532	0.0533	0.0423	0.0427	0.0428	0.043	0.0589	0.0443	0.050933333	0.006774602
5	0.0471	0.0617	0.048	0.0478	0.0478	0.0566	0.0565	0.0561	0.0554	0.0553	0.0549	0.0547	0.0552	0.0553	0.055	0.053826667	0.004190374
6	0.0437	0.0434	0.0217	0.0479	0.0476	0.0389	0.0391	0.0394	0.0489	0.0491	0.0492	0.0495	0.0497	0.0499	0.0503	0.044553333	0.007591336
7	0.0439	0.0436	0.0518	0.052	0.052	0.0657	0.0655	0.0652	0.0622	0.0507	0.0509	0.0512	0.0603	0.0602	0.0598	0.055666667	0.007479846
8	0.053	0.0535	0.0536	0.054	0.0649	0.0491	0.0491	0.0492	0.0497	0.0509	0.0601	0.0589	0.0588	0.0703	0.0634	0.0559	0.006565821
9	0.0409	0.0422	0.0508	0.0507	0.0626	0.0474	0.0386	0.0628	0.0435	0.0421	0.0434	0.0538	0.0447	0.0448	0.0326	0.046726667	0.008297716
10	0.0352	0.0544	0.0549	0.055	0.0548	0.0351	0.0353	0.0469	0.047	0.0467	0.0382	0.0543	0.0435	0.0433	0.043	0.04584	0.007617349
11	0.0493	0.0493	0.0493	0.0408	0.061	0.0516	0.0516	0.0424	0.0428	0.0428	0.0543	0.0539	0.0409	0.0496	0.0497	0.04862	0.005743717
12	0.0413	0.0494	0.0494	0.0492	0.0396	0.0551	0.0548	0.0375	0.0538	0.0535	0.0531	0.0388	0.0504	0.0506	0.0502	0.048446667	0.006074639
13	0.0445	0.0446	0.0445	0.0556	0.0556	0.069	0.0686	0.0574	0.0576	0.0577	0.0572	0.0447	0.0575	0.0573	0.0694	0.05608	0.008629203
14	0.05	0.0498	0.0495	0.0493	0.0492	0.0489	0.0485	0.0484	0.0398	0.0398	0.0396	0.055	0.0373	0.0376	0.038	0.04538	0.005901356
15	0.0428	0.0426	0.0427	0.0428	0.0428	0.0576	0.0412	0.0419	0.0422	0.0418	0.042	0.0424	0.0427	0.054	0.0439	0.044226667	0.004786509
16	0.0351	0.0559	0.0717	0.0531	0.0745	0.0577	0.0385	0.0551	0.0548	0.0545	0.0389	0.053	0.0575	0.0572	0.0652	0.054846667	0.011075705
17	0.0634	0.054	0.0626	0.0546	0.067	0.0674	0.0773	0.077	0.0766	0.0763	0.0673	0.0671	0.0667	0.0749	0.0589	0.067406667	0.007863611
18	0.0722	0.0717	0.0713	0.0713	0.0709	0.0709	0.0578	0.076	0.0756	0.0753	0.0557	0.0655	0.0701	0.0699	0.0702	0.069626667	0.005853749
19	0.0452	0.0457	0.0453	0.0555	0.0551	0.0551	0.0549	0.0546	0.0454	0.0458	0.0457	0.0459	0.0463	0.0466	0.0559	0.049533333	0.004795484
20	0.0341	0.0515	0.0291	0.0482	0.0482	0.048	0.0393	0.0487	0.0482	0.0481	0.0482	0.0595	0.0394	0.0398	0.0492	0.0453	0.007580803
21	0.0507	0.04	0.0494	0.0493	0.0495	0.0577	0.0487	0.0488	0.0394	0.0553	0.0508	0.0424	0.0427	0.0428	0.0429	0.04736	0.005437016
22	0.0426	0.0429	0.043	0.0434	0.043	0.0435	0.0608	0.0377	0.038	0.0384	0.0562	0.0396	0.0401	0.0407	0.0494	0.043953333	0.006646682
23	0.0469	0.0469	0.0468	0.0464	0.0383	0.0387	0.039	0.0475	0.0471	0.0468	0.0464	0.0462	0.0457	0.0459	0.0571	0.045713333	0.004554255
24	0.0447	0.0448	0.0445	0.0444	0.0447	0.0447	0.0443	0.0533	0.0533	0.0467	0.0467	0.0385	0.0477	0.0347	0.0432	0.04508	0.004657897
25	0.0291	0.0383	0.0386	0.0662	0.0375	0.0496	0.0389	0.0392	0.0392	0.0395	0.0398	0.0394	0.049	0.0311	0.0453	0.04138	0.008747996
26	0.0461	0.0368	0.0371	0.0482	0.0477	0.0474	0.0471	0.0323	0.0478	0.0474	0.0355	0.0458	0.0348	0.0351	0.0351	0.041613333	0.006281249
